Policy Name,Customer Age,Occupation,Income,Education,Marital Status,Tenure (Years),Premium (INR),Coverage (INR),Family Size,Gender,Region,Policy Type
Jeevan Tarun,36,Business,157985,Graduate,Widowed,14,47139,159673,4,Male,West,Motor
Jeevan Shanti,20,Engineer,136593,High School,Married,13,44451,128720,10,Female,Central,Life
Jeevan Anand,56,Retired,126555,Diploma,Single,10,15142,196889,3,Other,East,Agricultural
Jeevan Rakshak,63,Business,64862,High School,Widowed,15,43817,491675,3,Female,East,Agricultural
Jeevan Umang,33,Teacher,151625,Diploma,Widowed,5,43160,226031,10,Male,North,Personal Accident
Jeevan Shanti,34,Engineer,88241,Post Graduate,Single,1,33315,428646,6,Male,East,Travel
Jeevan Anand,41,Business,92733,High School,Single,17,12028,288882,3,Other,North,Agricultural
Jeevan Labh,37,Teacher,187535,Doctorate,Divorced,6,47183,121341,7,Other,Central,Life
Jeevan Arogya,63,Unemployed,176599,Doctorate,Single,10,30810,104859,2,Other,East,Commercial
Jeevan Nidhi,28,Unemployed,69365,Diploma,Single,13,47319,227997,6,Female,West,Life
Jeevan Umang,54,Farmer,41060,Graduate,Widowed,22,38678,115083,5,Other,North,Home
Jeevan Anand,20,Business,72512,High School,Single,19,32303,149504,9,Female,West,Commercial
Jeevan Umang,35,Business,174690,Post Graduate,Widowed,3,17133,100077,1,Male,West,Commercial
Jeevan Arogya,27,Engineer,31762,Diploma,Married,5,35718,256990,2,Female,Central,Health
Jeevan Shanti,22,Student,164018,High School,Single,7,39123,477347,3,Male,Central,Personal Accident
Jeevan Tarun,41,Unemployed,131508,Graduate,Married,18,22947,117684,10,Female,South,Motor
Jeevan Labh,65,Unemployed,176670,High School,Divorced,11,12471,388787,1,Other,Central,Commercial
Jeevan Nidhi,52,Farmer,175683,Doctorate,Widowed,29,24153,102338,5,Female,East,Travel
Jeevan Nidhi,23,Unemployed,42389,Post Graduate,Single,15,42783,298381,5,Female,Central,Home
Jeevan Rakshak,60,Teacher,189904,Doctorate,Married,15,29600,262788,3,Female,North,Health
Jeevan Rakshak,20,Retired,80671,Post Graduate,Single,1,14194,237357,6,Female,North,Home
Jeevan Umang,39,Farmer,151813,High School,Widowed,15,23785,199921,7,Male,Central,Personal Accident
Jeevan Lakshya,56,Business,143669,High School,Divorced,5,15555,484985,9,Female,North,Personal Accident
Jeevan Amar,44,Unemployed,87576,Post Graduate,Divorced,15,45107,392280,10,Male,South,Travel
Jeevan Anand,41,Doctor,75589,High School,Married,27,35051,102820,4,Male,Central,Home
Jeevan Labh,23,Farmer,113603,Diploma,Single,23,33089,318504,9,Other,North,Personal Accident
Jeevan Tarun,64,Business,175013,Graduate,Widowed,22,9570,381434,7,Male,South,Motor
Jeevan Nidhi,52,Engineer,73331,Graduate,Married,13,35313,415788,5,Female,North,Home
Jeevan Anand,58,Student,53270,High School,Single,19,17587,430729,3,Other,Central,Motor
Jeevan Shanti,61,Business,185901,Doctorate,Married,25,36125,278199,4,Other,East,Home
Jeevan Tarun,41,Student,44682,Post Graduate,Widowed,1,14625,115228,1,Other,North,Travel
Jeevan Rakshak,42,Engineer,173826,Doctorate,Single,4,28054,142722,5,Other,Central,Personal Accident
Jeevan Lakshya,45,Engineer,165852,Diploma,Divorced,30,14338,191750,10,Male,East,Motor
Jeevan Arogya,26,Doctor,137947,Doctorate,Married,18,41673,190454,3,Male,West,Life
Jeevan Shanti,32,Business,137921,High School,Widowed,26,20728,365702,5,Female,North,Health
Jeevan Umang,39,Business,191879,Graduate,Divorced,8,33792,495957,3,Other,North,Travel
Jeevan Shanti,33,Retired,62538,Diploma,Divorced,23,41816,193784,1,Other,East,Life
Jeevan Umang,42,Business,172304,Doctorate,Single,29,25805,178854,2,Male,Central,Life
Jeevan Anand,21,Student,63571,Doctorate,Divorced,22,20454,317692,1,Male,West,Life
Jeevan Labh,42,Engineer,198200,Doctorate,Married,15,9685,177152,4,Male,West,Motor
Jeevan Rakshak,65,Engineer,181730,Graduate,Married,26,12190,224290,7,Male,Central,Travel
Jeevan Labh,52,Farmer,112145,Post Graduate,Divorced,28,36366,256118,3,Female,North,Home
Jeevan Rakshak,31,Retired,130933,Doctorate,Married,15,47352,187750,10,Male,Central,Travel
Jeevan Anand,44,Engineer,129859,Doctorate,Divorced,18,36817,270795,1,Female,East,Motor
Jeevan Amar,44,Farmer,109448,Doctorate,Widowed,7,39883,334231,8,Male,South,Home
Jeevan Arogya,45,Unemployed,116849,Diploma,Single,17,45646,243108,1,Male,North,Life
Jeevan Umang,33,Retired,122024,Diploma,Married,13,44172,120346,8,Other,North,Motor
Jeevan Anand,36,Farmer,147412,Graduate,Married,19,32333,469437,7,Male,East,Home
Jeevan Amar,65,Teacher,175758,Graduate,Married,15,43493,460460,6,Female,East,Personal Accident
Jeevan Shanti,43,Teacher,121928,Diploma,Married,27,35332,218603,6,Female,West,Agricultural
Jeevan Arogya,51,Teacher,31564,Graduate,Single,5,18874,473082,5,Other,East,Travel
Jeevan Lakshya,42,Unemployed,92619,Doctorate,Divorced,21,18788,294859,1,Other,North,Travel
Jeevan Labh,23,Teacher,123660,Diploma,Married,3,43883,172784,6,Female,North,Personal Accident
Jeevan Umang,54,Teacher,121785,Graduate,Widowed,19,40281,363688,3,Female,Central,Life
Jeevan Lakshya,25,Unemployed,154123,Doctorate,Divorced,3,43686,162856,3,Male,North,Motor
Jeevan Rakshak,48,Unemployed,150990,High School,Divorced,14,13987,400806,9,Male,East,Motor
Jeevan Rakshak,46,Doctor,63342,Diploma,Widowed,4,32519,304406,3,Female,Central,Personal Accident
Jeevan Shanti,36,Retired,199319,Graduate,Single,20,23495,487068,10,Other,East,Personal Accident
Jeevan Tarun,50,Doctor,79336,Doctorate,Divorced,8,27482,401342,3,Other,South,Life
Jeevan Amar,47,Unemployed,192753,Post Graduate,Widowed,4,32832,454777,10,Female,Central,Agricultural
Jeevan Labh,20,Engineer,111303,High School,Divorced,19,6909,159478,6,Male,West,Motor
Jeevan Tarun,40,Doctor,190912,Post Graduate,Single,26,9663,101389,7,Male,North,Travel
Jeevan Nidhi,48,Business,62981,Diploma,Single,1,15406,292055,6,Male,East,Motor
Jeevan Amar,42,Engineer,47242,Post Graduate,Divorced,3,32178,291585,4,Female,South,Agricultural
Jeevan Amar,42,Retired,62095,High School,Widowed,11,47554,261110,9,Female,West,Life
Jeevan Tarun,19,Farmer,163335,Doctorate,Divorced,11,15837,242778,10,Male,West,Life
Jeevan Nidhi,32,Student,190245,Doctorate,Divorced,30,30097,350446,8,Male,Central,Health
Jeevan Nidhi,45,Engineer,80410,High School,Divorced,21,18306,103650,5,Female,Central,Motor
Jeevan Lakshya,50,Teacher,62146,Diploma,Married,16,15403,399916,3,Other,East,Personal Accident
Jeevan Anand,35,Business,191419,Graduate,Widowed,29,43152,288776,6,Male,North,Personal Accident
Jeevan Arogya,59,Business,195018,High School,Married,12,35411,461615,6,Male,West,Home
Jeevan Shanti,62,Unemployed,112565,Post Graduate,Married,19,5899,168966,1,Female,South,Life
Jeevan Rakshak,37,Retired,174740,Doctorate,Divorced,29,44767,377525,9,Male,East,Commercial
Jeevan Lakshya,57,Doctor,38130,Post Graduate,Widowed,9,12196,424355,2,Other,Central,Travel
Jeevan Labh,43,Business,176913,Graduate,Single,15,26131,392294,5,Other,North,Motor
Jeevan Amar,24,Teacher,157201,Doctorate,Divorced,28,48096,276871,8,Other,North,Home
Jeevan Tarun,52,Student,144910,High School,Single,5,5696,116913,9,Male,Central,Commercial
Jeevan Amar,63,Business,163521,Graduate,Married,26,43569,446218,4,Male,East,Home
Jeevan Lakshya,28,Business,199194,High School,Widowed,16,8059,205914,10,Other,East,Agricultural
Jeevan Anand,34,Teacher,146312,High School,Divorced,10,17086,416156,2,Female,North,Health
Jeevan Tarun,29,Doctor,88703,Doctorate,Single,14,41085,257789,1,Other,East,Health
Jeevan Lakshya,55,Retired,146337,Post Graduate,Married,17,28016,346671,5,Female,Central,Agricultural
Jeevan Umang,58,Teacher,100350,High School,Widowed,12,26089,309529,9,Male,Central,Life
Jeevan Nidhi,34,Doctor,75197,Post Graduate,Single,7,9338,478628,2,Female,Central,Travel
Jeevan Tarun,35,Business,185256,High School,Single,21,39802,254234,5,Other,South,Health
Jeevan Umang,61,Unemployed,175049,Diploma,Widowed,2,25790,370906,5,Other,West,Health
Jeevan Tarun,54,Business,63130,Diploma,Divorced,25,5785,372196,3,Female,South,Health
Jeevan Nidhi,22,Business,65622,Graduate,Married,11,22854,138621,2,Other,North,Commercial
Jeevan Shanti,45,Retired,175193,Diploma,Widowed,3,39169,156504,1,Male,West,Home
Jeevan Arogya,60,Retired,45273,Diploma,Widowed,12,26043,191839,8,Female,West,Personal Accident
Jeevan Umang,51,Farmer,189744,Doctorate,Widowed,24,35228,289615,7,Female,West,Agricultural
Jeevan Shanti,27,Retired,128008,High School,Married,2,8174,484319,2,Other,West,Personal Accident
Jeevan Anand,57,Business,52558,Post Graduate,Widowed,13,26963,406150,2,Male,Central,Life
Jeevan Lakshya,55,Retired,110237,Diploma,Single,24,18895,456109,5,Other,North,Life
Jeevan Amar,41,Retired,113940,Doctorate,Divorced,24,33318,117331,1,Other,North,Health
Jeevan Arogya,20,Doctor,57777,Graduate,Single,26,36497,340310,9,Male,South,Home
Jeevan Nidhi,33,Farmer,76563,Graduate,Single,30,5761,100542,3,Female,South,Agricultural
Jeevan Shanti,59,Farmer,175044,Diploma,Widowed,25,33217,419196,10,Male,South,Commercial
Jeevan Umang,38,Doctor,154773,Post Graduate,Divorced,29,48741,343693,3,Female,West,Life
Jeevan Nidhi,44,Engineer,190067,Doctorate,Divorced,3,43433,248072,8,Female,West,Travel
Jeevan Rakshak,36,Farmer,149770,Diploma,Divorced,23,25283,233541,6,Male,Central,Home
Jeevan Anand,22,Retired,190856,Post Graduate,Widowed,28,23081,460363,10,Female,South,Personal Accident
Jeevan Nidhi,28,Unemployed,111607,Diploma,Divorced,8,11025,362014,8,Male,Central,Travel
Jeevan Rakshak,48,Retired,93045,Post Graduate,Widowed,5,19460,478367,3,Female,East,Agricultural
Jeevan Rakshak,58,Unemployed,173687,High School,Divorced,19,24143,128645,7,Male,North,Commercial
Jeevan Arogya,32,Teacher,150815,Post Graduate,Single,1,22894,291382,1,Male,South,Agricultural
Jeevan Arogya,57,Retired,140110,High School,Single,9,31514,203128,7,Male,West,Commercial
Jeevan Labh,57,Unemployed,114241,Graduate,Divorced,19,48904,306752,1,Other,Central,Home
Jeevan Lakshya,52,Doctor,67198,Doctorate,Single,21,11215,391447,8,Female,Central,Health
Jeevan Nidhi,48,Teacher,187917,High School,Single,20,20964,243745,6,Female,North,Personal Accident
Jeevan Tarun,50,Business,83836,Diploma,Single,4,49767,196484,6,Male,South,Health
Jeevan Arogya,36,Student,38151,Diploma,Single,10,40608,254186,3,Male,West,Health
Jeevan Anand,18,Student,118109,Diploma,Married,2,17574,302405,10,Female,North,Travel
Jeevan Nidhi,44,Teacher,37555,Diploma,Widowed,29,49325,386299,10,Male,South,Motor
Jeevan Anand,49,Doctor,172371,Post Graduate,Married,6,49031,302163,3,Other,South,Life
Jeevan Anand,19,Teacher,92049,High School,Divorced,24,48099,141817,5,Male,Central,Agricultural
Jeevan Anand,34,Unemployed,198485,Diploma,Married,21,7894,460409,2,Male,East,Home
Jeevan Nidhi,31,Engineer,37066,Post Graduate,Widowed,10,7262,492864,5,Other,East,Life
Jeevan Umang,62,Teacher,190589,Diploma,Single,14,39899,397329,4,Other,South,Agricultural
Jeevan Arogya,30,Retired,87545,Doctorate,Divorced,28,8078,462220,1,Female,Central,Commercial
Jeevan Lakshya,50,Retired,154206,Diploma,Single,6,17488,114868,6,Male,South,Life
Jeevan Tarun,18,Farmer,178939,Diploma,Widowed,5,40553,492937,7,Female,North,Commercial
Jeevan Rakshak,52,Student,39849,Doctorate,Widowed,15,19576,160605,5,Male,South,Health
Jeevan Tarun,60,Engineer,107666,Post Graduate,Married,7,33429,390179,1,Male,Central,Commercial
Jeevan Shanti,44,Teacher,103346,Diploma,Divorced,4,9079,326771,3,Male,East,Travel
Jeevan Nidhi,40,Engineer,61668,Doctorate,Divorced,12,32797,318800,1,Male,South,Commercial
Jeevan Arogya,48,Business,112663,Post Graduate,Single,6,13821,198687,10,Male,East,Commercial
Jeevan Lakshya,43,Retired,159553,Doctorate,Married,21,48364,409826,1,Female,South,Health
Jeevan Shanti,64,Unemployed,53489,Doctorate,Widowed,4,46459,304663,8,Female,Central,Motor
Jeevan Lakshya,50,Teacher,148602,Graduate,Married,22,37386,270126,7,Female,West,Health
Jeevan Tarun,47,Doctor,67063,Post Graduate,Divorced,10,47501,453270,10,Male,North,Life
Jeevan Arogya,29,Student,74390,High School,Married,16,20478,477210,4,Female,Central,Travel
Jeevan Labh,23,Business,78473,Post Graduate,Widowed,11,15301,423183,3,Male,West,Commercial
Jeevan Anand,38,Unemployed,191893,Graduate,Widowed,18,45378,388261,9,Other,West,Home
Jeevan Rakshak,22,Student,48071,Post Graduate,Widowed,21,9788,218446,9,Male,Central,Commercial
Jeevan Tarun,41,Business,83036,Post Graduate,Widowed,1,44102,237570,5,Female,East,Agricultural
Jeevan Anand,19,Unemployed,56496,Doctorate,Married,17,13354,495102,10,Male,West,Home
Jeevan Shanti,44,Unemployed,161075,Diploma,Married,21,46978,393597,3,Other,North,Agricultural
Jeevan Nidhi,37,Doctor,86570,Doctorate,Single,30,35608,398992,4,Male,West,Life
Jeevan Rakshak,18,Engineer,110448,Graduate,Divorced,11,9602,436833,9,Male,North,Health
Jeevan Anand,44,Teacher,74866,Doctorate,Widowed,25,27292,481554,10,Male,South,Home
Jeevan Tarun,31,Teacher,75861,Doctorate,Married,7,10246,268561,7,Female,Central,Health
Jeevan Lakshya,21,Farmer,175403,High School,Married,14,27448,193979,7,Female,West,Home
Jeevan Amar,63,Unemployed,109431,Post Graduate,Married,7,22738,250590,3,Female,North,Commercial
Jeevan Lakshya,62,Farmer,107958,Graduate,Single,7,44643,384604,4,Male,East,Commercial
Jeevan Anand,53,Doctor,79787,Post Graduate,Divorced,16,20011,399595,4,Other,North,Personal Accident
Jeevan Rakshak,39,Teacher,98072,Doctorate,Widowed,30,21609,145977,10,Other,East,Home
Jeevan Shanti,41,Engineer,145444,High School,Widowed,10,49220,293363,10,Male,South,Travel
Jeevan Lakshya,29,Unemployed,166961,High School,Married,30,10745,403201,2,Male,East,Life
Jeevan Umang,39,Retired,48492,Post Graduate,Divorced,19,5045,286039,9,Other,West,Health
Jeevan Shanti,35,Engineer,53089,Post Graduate,Divorced,14,35125,305488,2,Female,South,Travel
Jeevan Amar,18,Unemployed,63336,Graduate,Widowed,4,45962,499000,10,Male,Central,Life
Jeevan Labh,59,Engineer,159881,Diploma,Single,29,33903,339949,4,Male,East,Travel
Jeevan Anand,18,Business,159122,Doctorate,Widowed,29,23574,428633,10,Female,South,Personal Accident
Jeevan Labh,39,Teacher,177372,Graduate,Single,28,46381,151812,6,Female,South,Travel
Jeevan Umang,46,Farmer,123118,High School,Married,7,36794,357983,3,Female,North,Commercial
Jeevan Rakshak,22,Unemployed,63030,Graduate,Divorced,24,16337,151700,8,Female,North,Travel
Jeevan Arogya,49,Retired,111561,Post Graduate,Single,9,10844,471758,3,Other,North,Personal Accident
Jeevan Shanti,18,Teacher,159359,High School,Single,29,12907,124407,6,Other,West,Personal Accident
Jeevan Arogya,34,Retired,173183,Post Graduate,Single,17,17896,291000,5,Female,Central,Life
Jeevan Anand,65,Student,104894,Graduate,Divorced,10,24752,190694,10,Male,West,Home
Jeevan Amar,34,Engineer,128498,Post Graduate,Widowed,13,8734,450556,5,Male,North,Health
Jeevan Lakshya,63,Retired,73345,Graduate,Married,3,25597,170107,3,Male,West,Health
Jeevan Amar,23,Engineer,135809,Doctorate,Divorced,2,6180,353608,2,Male,West,Commercial
Jeevan Labh,19,Teacher,146610,Post Graduate,Married,27,12441,223037,2,Female,West,Motor
Jeevan Arogya,62,Business,45154,Doctorate,Divorced,24,44015,394861,7,Female,South,Health
Jeevan Shanti,49,Engineer,180158,Diploma,Divorced,5,41438,362983,3,Other,South,Travel
Jeevan Tarun,41,Engineer,111333,Doctorate,Single,1,45259,470463,6,Male,North,Home
Jeevan Lakshya,18,Student,156992,Diploma,Single,12,30351,486803,6,Female,East,Agricultural
Jeevan Arogya,58,Farmer,130278,High School,Single,22,23206,233032,10,Other,North,Travel
Jeevan Nidhi,59,Retired,101635,High School,Married,5,27130,381437,1,Other,South,Life
Jeevan Umang,34,Business,49433,High School,Married,10,21808,230113,10,Other,East,Travel
Jeevan Umang,61,Unemployed,128104,Graduate,Widowed,16,16471,164174,4,Other,East,Travel
Jeevan Amar,21,Retired,197492,Diploma,Married,17,6806,226474,5,Male,East,Agricultural
Jeevan Amar,64,Student,83972,High School,Single,13,8338,378990,6,Female,Central,Home
Jeevan Umang,29,Unemployed,134508,Diploma,Divorced,15,30552,107602,1,Female,North,Life
Jeevan Labh,46,Unemployed,172524,Doctorate,Widowed,14,39020,148866,9,Female,East,Motor
Jeevan Amar,28,Unemployed,173180,Diploma,Married,11,41570,425033,4,Male,South,Travel
Jeevan Labh,25,Business,192742,Graduate,Divorced,9,21838,272628,7,Male,South,Health
Jeevan Nidhi,23,Farmer,196469,Diploma,Widowed,29,43083,208548,3,Other,West,Life
Jeevan Rakshak,43,Doctor,48029,Post Graduate,Single,12,16207,330599,2,Male,West,Travel
Jeevan Labh,46,Farmer,36276,Diploma,Widowed,2,16201,320725,3,Other,North,Motor
Jeevan Rakshak,32,Unemployed,76966,Doctorate,Divorced,25,21767,421680,7,Other,South,Home
Jeevan Labh,29,Farmer,125075,Diploma,Widowed,30,33459,305553,2,Female,East,Life
Jeevan Anand,30,Engineer,73922,Doctorate,Divorced,6,6949,335265,5,Female,North,Travel
Jeevan Shanti,29,Teacher,161156,Doctorate,Widowed,2,13309,412371,10,Female,Central,Agricultural
Jeevan Labh,35,Business,184674,Diploma,Divorced,21,40866,428610,3,Male,South,Travel
Jeevan Rakshak,58,Business,64157,Graduate,Single,28,34970,405398,8,Male,East,Agricultural
Jeevan Lakshya,30,Business,161315,Diploma,Married,26,41686,476938,5,Female,North,Personal Accident
Jeevan Shanti,45,Unemployed,137785,High School,Divorced,18,24433,158285,5,Other,Central,Travel
Jeevan Labh,23,Teacher,178726,High School,Single,24,46203,154565,6,Female,East,Life
Jeevan Rakshak,63,Doctor,82107,Doctorate,Married,1,36877,217217,10,Other,East,Home
Jeevan Amar,22,Farmer,101861,High School,Married,16,44271,113480,7,Female,North,Motor
Jeevan Tarun,24,Retired,94069,Graduate,Divorced,4,41703,378005,3,Other,Central,Home
Jeevan Umang,22,Teacher,132388,Graduate,Divorced,22,11346,372138,7,Other,South,Health
Jeevan Lakshya,41,Engineer,152253,Post Graduate,Single,28,12673,365001,6,Female,West,Health
Jeevan Tarun,39,Doctor,57406,Post Graduate,Widowed,16,18892,298057,10,Male,North,Agricultural
Jeevan Tarun,28,Engineer,176204,Diploma,Widowed,30,26169,260832,2,Male,North,Motor
Jeevan Tarun,40,Farmer,138490,Graduate,Single,4,17677,276469,3,Other,East,Motor
Jeevan Lakshya,18,Teacher,161037,Doctorate,Divorced,6,41520,404623,6,Male,East,Life
Jeevan Rakshak,23,Teacher,159443,Diploma,Divorced,29,8218,495770,4,Other,West,Agricultural
Jeevan Umang,61,Doctor,192348,Post Graduate,Divorced,13,23371,459095,3,Male,West,Commercial
Jeevan Nidhi,49,Engineer,73748,High School,Single,27,13358,397980,2,Male,West,Personal Accident
Jeevan Rakshak,58,Teacher,121964,Diploma,Widowed,15,6807,257460,6,Male,West,Commercial
Jeevan Lakshya,35,Retired,196043,Post Graduate,Married,30,49825,484126,2,Other,North,Agricultural
Jeevan Lakshya,18,Unemployed,67137,Doctorate,Widowed,4,5128,418501,6,Female,South,Life
Jeevan Arogya,37,Farmer,194911,Graduate,Married,14,21931,139554,4,Female,North,Home
Jeevan Arogya,55,Doctor,167633,Graduate,Widowed,28,15221,357304,5,Male,Central,Travel
Jeevan Labh,32,Retired,76832,Doctorate,Single,6,14225,264879,9,Male,East,Motor
Jeevan Nidhi,57,Doctor,176324,High School,Divorced,24,36201,194412,3,Other,East,Commercial
Jeevan Nidhi,48,Teacher,110291,Doctorate,Widowed,18,16978,397856,1,Male,South,Health
Jeevan Labh,60,Engineer,137537,Doctorate,Single,22,5904,404763,10,Other,Central,Life
Jeevan Labh,33,Farmer,154537,High School,Single,15,42775,267560,10,Other,Central,Health
Jeevan Nidhi,36,Business,79143,Doctorate,Married,2,27003,367162,4,Other,West,Travel
Jeevan Nidhi,36,Farmer,115256,Diploma,Divorced,18,31369,191467,1,Female,Central,Agricultural
Jeevan Umang,24,Unemployed,35023,Doctorate,Single,1,42295,328131,5,Other,North,Health
Jeevan Nidhi,55,Business,199984,Doctorate,Divorced,28,44118,211835,8,Male,West,Commercial
Jeevan Rakshak,48,Doctor,182168,Doctorate,Widowed,14,22696,427583,7,Female,West,Agricultural
Jeevan Amar,21,Engineer,50528,Doctorate,Single,17,9894,389963,6,Female,North,Life
Jeevan Labh,57,Farmer,127331,Graduate,Widowed,16,40511,315187,7,Other,East,Health
Jeevan Rakshak,33,Retired,101694,Doctorate,Married,5,8196,495403,1,Other,South,Travel
Jeevan Labh,35,Student,60248,Diploma,Widowed,15,31701,353453,6,Female,South,Health
Jeevan Tarun,31,Teacher,88825,Post Graduate,Widowed,8,17399,182895,9,Other,North,Agricultural
Jeevan Tarun,39,Teacher,194472,Graduate,Divorced,24,28848,173719,5,Male,East,Home
Jeevan Amar,21,Teacher,191660,Diploma,Married,8,34326,194813,1,Male,West,Travel
Jeevan Umang,35,Farmer,86690,Graduate,Divorced,7,36180,143725,1,Female,South,Motor
Jeevan Labh,41,Doctor,45005,Graduate,Widowed,11,34698,320678,7,Male,South,Motor
Jeevan Tarun,22,Engineer,132941,High School,Single,25,37718,178017,3,Female,North,Commercial
Jeevan Arogya,62,Retired,179310,Doctorate,Married,9,30336,145957,8,Other,Central,Motor
Jeevan Rakshak,41,Engineer,72434,Doctorate,Divorced,17,28811,258131,4,Other,East,Life
Jeevan Arogya,46,Business,116203,Post Graduate,Widowed,8,15891,303955,8,Male,North,Travel
Jeevan Labh,44,Engineer,100813,Diploma,Single,12,20959,219322,5,Other,Central,Travel
Jeevan Rakshak,41,Engineer,128920,Diploma,Widowed,25,17210,161604,7,Male,West,Agricultural
Jeevan Arogya,55,Farmer,159503,Graduate,Single,15,20969,451323,3,Other,North,Agricultural
Jeevan Lakshya,38,Retired,161156,Doctorate,Divorced,2,7885,115807,3,Other,East,Motor
Jeevan Arogya,43,Farmer,117779,High School,Married,29,20464,499116,1,Female,South,Motor
Jeevan Rakshak,37,Unemployed,132334,Diploma,Divorced,17,6422,217455,4,Other,East,Commercial
Jeevan Anand,64,Farmer,118680,Post Graduate,Single,19,37384,432740,9,Female,North,Agricultural
Jeevan Arogya,55,Teacher,77635,High School,Married,30,40239,431736,1,Female,Central,Life
Jeevan Nidhi,24,Retired,173779,Post Graduate,Married,16,39838,307297,2,Male,Central,Personal Accident
Jeevan Nidhi,47,Doctor,105715,Post Graduate,Single,5,12983,278236,4,Male,South,Life
Jeevan Nidhi,52,Farmer,41362,High School,Divorced,6,15633,207460,6,Male,West,Travel
Jeevan Anand,57,Engineer,46347,Post Graduate,Divorced,17,27408,171798,10,Male,East,Commercial
Jeevan Lakshya,47,Teacher,40299,Post Graduate,Divorced,27,10493,137093,9,Male,Central,Commercial
Jeevan Amar,36,Retired,189311,Doctorate,Widowed,20,26058,141768,1,Other,South,Life
Jeevan Nidhi,56,Student,158962,Post Graduate,Single,13,24670,442225,4,Male,East,Motor
Jeevan Rakshak,64,Farmer,174525,Graduate,Married,10,28263,229535,9,Other,South,Life
Jeevan Nidhi,26,Teacher,173942,Post Graduate,Divorced,19,29671,377822,9,Female,Central,Motor
Jeevan Anand,28,Teacher,85429,Graduate,Married,1,22539,155756,2,Other,Central,Agricultural
Jeevan Tarun,57,Engineer,140111,High School,Married,9,11845,333596,8,Other,North,Personal Accident
Jeevan Amar,33,Unemployed,112831,Graduate,Single,15,14051,280719,1,Other,Central,Personal Accident
Jeevan Arogya,21,Teacher,39533,Graduate,Married,9,24471,256465,8,Male,West,Health
Jeevan Shanti,57,Doctor,150572,Graduate,Married,27,15503,171947,3,Other,South,Personal Accident
Jeevan Rakshak,40,Unemployed,79218,Diploma,Single,8,31604,327723,8,Other,North,Agricultural
Jeevan Anand,59,Retired,143963,High School,Widowed,10,14003,425450,8,Female,South,Travel
Jeevan Umang,57,Business,141038,Diploma,Single,28,29672,341261,3,Female,North,Life
Jeevan Amar,40,Business,38550,Graduate,Widowed,7,49259,292806,1,Other,South,Home
Jeevan Lakshya,52,Doctor,51813,Diploma,Divorced,29,13214,349741,2,Male,Central,Life
Jeevan Labh,24,Teacher,78258,High School,Single,19,49662,139121,5,Other,North,Health
Jeevan Lakshya,33,Business,98368,Diploma,Widowed,6,18008,202935,7,Female,South,Agricultural
Jeevan Arogya,37,Student,73472,Graduate,Single,16,42918,176195,2,Female,East,Home
Jeevan Anand,56,Doctor,135001,Doctorate,Widowed,12,31343,142715,6,Male,East,Commercial
Jeevan Arogya,28,Business,149303,Diploma,Married,6,31249,245532,8,Other,Central,Travel
Jeevan Amar,50,Business,160487,High School,Divorced,13,12002,386469,9,Female,East,Home
Jeevan Umang,24,Farmer,32792,Doctorate,Divorced,25,31873,165008,3,Female,West,Life
Jeevan Lakshya,32,Business,70785,Doctorate,Single,19,11877,265477,5,Female,East,Agricultural
Jeevan Umang,46,Unemployed,77421,Graduate,Divorced,15,38507,386063,7,Female,East,Home
Jeevan Tarun,24,Teacher,73141,Doctorate,Single,4,8320,275413,5,Female,North,Health
Jeevan Nidhi,20,Business,119149,Diploma,Single,3,42600,249241,3,Female,East,Health
Jeevan Lakshya,49,Retired,173335,Post Graduate,Divorced,23,28413,312705,8,Male,Central,Life
Jeevan Lakshya,34,Doctor,123491,Graduate,Widowed,10,12898,319440,4,Other,North,Commercial
Jeevan Tarun,23,Engineer,42559,Post Graduate,Divorced,27,43074,291989,4,Female,West,Personal Accident
Jeevan Umang,27,Teacher,131281,Diploma,Single,20,23822,381694,7,Other,North,Agricultural
Jeevan Labh,55,Retired,41505,Graduate,Married,16,37948,414887,8,Female,North,Motor
Jeevan Rakshak,28,Retired,147252,Post Graduate,Widowed,7,14524,113784,3,Female,Central,Home
Jeevan Shanti,56,Engineer,196963,Graduate,Widowed,12,22826,402312,6,Male,Central,Travel
Jeevan Anand,54,Farmer,50501,Diploma,Divorced,16,5502,344923,7,Female,West,Life
Jeevan Lakshya,45,Business,198837,Diploma,Widowed,13,43987,211570,9,Female,South,Life
Jeevan Shanti,57,Unemployed,64130,Post Graduate,Single,14,40661,267600,2,Male,Central,Motor
Jeevan Rakshak,41,Doctor,175868,Graduate,Widowed,24,33263,233904,2,Female,East,Health
Jeevan Rakshak,23,Student,92411,High School,Single,3,5403,446705,4,Other,West,Home
Jeevan Labh,46,Engineer,136146,Doctorate,Divorced,13,26081,126937,2,Male,South,Life
Jeevan Umang,22,Farmer,146983,Doctorate,Single,14,11255,329030,4,Female,West,Home
Jeevan Shanti,41,Unemployed,62621,Post Graduate,Married,21,30394,261879,4,Other,West,Motor
Jeevan Anand,55,Unemployed,143785,High School,Widowed,19,19610,202327,8,Other,Central,Personal Accident
Jeevan Rakshak,37,Retired,67273,Doctorate,Married,24,49094,186224,7,Female,North,Health
Jeevan Lakshya,43,Doctor,73647,Doctorate,Divorced,11,49009,166934,6,Female,North,Motor
Jeevan Rakshak,34,Business,35826,Diploma,Divorced,22,10805,491426,10,Male,East,Commercial
